id,prigozhin_id,datetime,from,to,text
1304,#1851,2023-06-26T14:42:12Z,03:47,03:56,I made a statement in which I said that we were not going to show any aggression.
1304,#1851,2023-06-26T14:42:12Z,03:56,04:05,"But if strikes will be made on us, we will perceive it as an attempt to destroy and give an answer."
1304,#1851,2023-06-26T14:42:12Z,04:05,04:17,"During the entire march, which lasted 24 hours, one of the columns went to Rostov, the other to Moscow."
1304,#1851,2023-06-26T14:42:12Z,04:17,04:23,"In a day, we walked 780 kilometers."
1304,#1851,2023-06-26T14:42:12Z,04:23,04:28,Not a single soldier was killed on the ground.
1304,#1851,2023-06-26T14:42:12Z,04:28,04:37,We regret that we had to strike with air force.
1304,#1851,2023-06-26T14:42:12Z,04:37,04:45,But these means dropped bombs and launched missile strikes.
1304,#1851,2023-06-26T14:42:12Z,04:45,04:55,"During the day, we walked 780 kilometers, not reaching 200 kilometers to Moscow."
1304,#1851,2023-06-26T14:42:12Z,04:55,05:06,"During this time, all military facilities were blocked and destroyed."
1304,#1851,2023-06-26T14:42:12Z,05:06,05:14,"No one was killed, I repeat, from those who were on the ground."
1304,#1851,2023-06-26T14:42:12Z,05:14,05:16,And this was our task.
1304,#1851,2023-06-26T14:42:12Z,05:16,05:29,"Among the fighters of Chuvak Wagner, several people were injured and two were killed, who joined us, the military and the Ministry of Defense, at their own will."
1304,#1851,2023-06-26T14:42:12Z,05:29,05:37,None of the fighters of Chuvak Wagner was forced to this campaign and everyone knew its ultimate goal.
1304,#1851,2023-06-26T14:42:12Z,05:37,05:55,"The goal of the campaign was not to allow the destruction of Chuvak Wagner and to bring to justice those people who, by their unprofessional actions, made a huge number of mistakes during the military-industrial complex."
1304,#1851,2023-06-26T14:42:12Z,05:55,06:07,"This was demanded by the public, all the military personnel who saw us during the march, supported us."
1304,#1851,2023-06-26T14:42:12Z,06:07,06:16,"We did not reach about 200 kilometers to Moscow, having walked 780 kilometers in both directions."
1304,#1851,2023-06-26T14:42:12Z,06:16,06:36,"We stopped at the moment when the first assault detachment, which had approached Moscow 200 kilometers away, deployed its artillery, made reconnaissance of the area, and it was obvious that a lot of blood would be spilled at that moment."
1304,#1851,2023-06-26T14:42:12Z,06:36,06:46,"Therefore, we thought that the demonstration of what we were going to do was enough."
1304,#1851,2023-06-26T14:42:12Z,06:46,06:52,And our decision to deploy was based on two important factors.
1304,#1851,2023-06-26T14:42:12Z,06:52,07:00,The first factor is that we did not want to spill Russian blood.
1304,#1851,2023-06-26T14:42:12Z,07:00,07:14,"The second factor is that we went to demonstrate our protest, not to overthrow the government in the country."
1304,#1851,2023-06-26T14:42:12Z,07:14,07:31,"At this time, Alexander Lukashenko reached out and proposed to find a solution for the further work of Chuvak Wagner in the legal jurisdiction."
1304,#1851,2023-06-26T14:42:12Z,07:31,07:40,The columns turned back and went to the field camps.
1304,#1851,2023-06-26T14:42:12Z,07:40,07:51,I want to draw your attention to the fact that our march to justice showed a lot of the things we talked about earlier.
1304,#1851,2023-06-26T14:42:12Z,07:51,07:56,The most serious security problems throughout the country.
1304,#1851,2023-06-26T14:42:12Z,07:56,08:06,We blocked all the military units of the airfields that were on our way.
1304,#1851,2023-06-26T14:42:12Z,08:06,08:30,"In 24 hours, we have covered a distance that corresponds to the distance from the starting point of the Russian troops on February 24, 1922, to Kiev, and from this same point to Uzhgorod."
1304,#1851,2023-06-26T14:42:12Z,08:30,08:58,"Therefore, if the actions of February 24, 1922, during the beginning of the special operation, were carried out by the units on the level of training, on the level of moral concentration and readiness to perform tasks like Chuvak Wagner, then perhaps the special operation would have lasted a day."
1304,#1851,2023-06-26T14:42:12Z,08:58,09:11,"It is clear that there were other problems, but we showed the level of organization that should correspond to the Russian army."
1304,#1851,2023-06-26T14:42:12Z,09:11,09:35,"And when on June 23-24 we were passing by Russian cities, then civilians greeted us with the flags of Russia and with the emblems and flags of Chuvak Wagner."
1304,#1851,2023-06-26T14:42:12Z,09:35,09:41,They were all happy when we came and when we passed by.
1304,#1851,2023-06-26T14:42:12Z,09:41,10:10,"Many of them still write words of support, and some are disappointed that we stopped, because in the march of justice, in addition to our struggle for existence, they saw support for the struggle against bureaucracy and other troubles that exist in our country today."
1304,#1851,2023-06-26T14:42:12Z,10:10,10:27,"These are the main questions that I can answer in order to exclude the crookedness, both in Russian social networks and the media, and in foreign networks."
1304,#1851,2023-06-26T14:42:12Z,10:27,10:43,"So, we started our march. Because of the injustice on the road, on the ground, we did not kill a single soldier."
1304,#1851,2023-06-26T14:42:12Z,10:43,10:55,"In a day, we did not reach Moscow, we went in and completely took control of the city of Rostov."
1304,#1851,2023-06-26T14:42:12Z,10:55,11:07,"The civilians were glad to see us. We showed a master class of how it should have looked on February 24, 1922."
1304,#1851,2023-06-26T14:42:12Z,11:07,11:17,"We had no goal of overthrowing the existing regime and the legally elected authorities, which has been said many times."
1304,#1851,2023-06-26T14:42:12Z,11:17,11:23,We turned around in order not to shed the blood of Russian soldiers.
1298,#1847,2023-06-24T09:18:23Z,00:01,00:05,The president was deeply mistaken about the betrayal of the Motherland.
1298,#1847,2023-06-24T09:18:23Z,00:05,00:08,We are patriots of our Motherland.
1298,#1847,2023-06-24T09:18:23Z,00:08,00:10,We fought and we are fighting.
1298,#1847,2023-06-24T09:18:23Z,00:10,00:12,All the fighters of ChVK Wagner.
1298,#1847,2023-06-24T09:18:23Z,00:12,00:16,"And no one is going to come with a confession,"
1298,#1847,2023-06-24T09:18:23Z,00:16,00:20,at the request of the President of the FSB or someone else.
1298,#1847,2023-06-24T09:18:23Z,00:20,00:27,"Because we do not want the country to live on in corruption, deception and bureaucracy."
1298,#1847,2023-06-24T09:18:23Z,00:27,00:31,"When we fought in Africa, we were told that we needed Africa,"
1298,#1847,2023-06-24T09:18:23Z,00:31,00:33,"and after that it was abandoned,"
1298,#1847,2023-06-24T09:18:23Z,00:33,00:37,because all the money that had to go to help was stolen.
1298,#1847,2023-06-24T09:18:23Z,00:37,00:40,"When we were told that we were fighting with Ukraine,"
1298,#1847,2023-06-24T09:18:23Z,00:40,00:42,we went and fought.
1298,#1847,2023-06-24T09:18:23Z,00:42,00:46,"But it turned out that ammunition, weapons,"
1298,#1847,2023-06-24T09:18:23Z,00:46,00:49,"all the money that was supposed to be spent on them,"
1298,#1847,2023-06-24T09:18:23Z,00:49,00:51,are also being stolen.
1298,#1847,2023-06-24T09:18:23Z,00:51,00:54,"And the servants are sitting, saving them for themselves,"
1298,#1847,2023-06-24T09:18:23Z,00:54,00:57,"just for the case that has come today,"
1298,#1847,2023-06-24T09:18:23Z,00:57,01:00,when someone goes to Moscow.
1298,#1847,2023-06-24T09:18:23Z,01:00,01:03,Now they do not save anything.
1298,#1847,2023-06-24T09:18:23Z,01:03,01:06,"They hit by planes and helicopters,"
1298,#1847,2023-06-24T09:18:23Z,01:06,01:10,along the columns where the mortar is going.
1298,#1847,2023-06-24T09:18:23Z,01:10,01:14,"At the same time, they hit the mortar, because they do not hit."
1298,#1847,2023-06-24T09:18:23Z,01:14,01:16,And they hit where it hit.
1298,#1847,2023-06-24T09:18:23Z,01:16,01:20,"Therefore, we are patriots."
1298,#1847,2023-06-24T09:18:23Z,01:20,01:29,And those who oppose us today are those who have gathered around the bastards.
1298,#1847,2023-06-24T09:18:23Z,01:29,01:33,-
1296,#1845,2023-06-24T03:59:18Z,00:00,00:11,The battles take place in places where the military leadership gives false information to the soldiers and therefore clashes occur.
1296,#1845,2023-06-24T03:59:18Z,00:11,00:25,"Where the soldiers meet us, the Russian Guard and the militia, they wave their hands and many of them say, ""We want to go with you."""
1296,#1845,2023-06-24T03:59:18Z,00:25,00:34,"There are already 60-70 people who joined us, although we have come a long way. I think half of the army is ready to go with us."
1295,#1844,2023-06-24T02:13:31Z,00:01,00:08,"On the Moscow highway, one of the assault squads was shelled by helicopters."
1295,#1844,2023-06-24T02:13:31Z,00:08,00:15,The Chevakov Agner units are all intact. The helicopter is destroyed and is burning in the forest.
1295,#1844,2023-06-24T02:13:31Z,00:15,00:23,"I warn you all again, we will perceive it as a threat and destroy everything around."
1295,#1844,2023-06-24T02:13:31Z,00:23,00:33,"We will not be destroyed. We have a goal. We are ready to die. All 25,000, and after that another 25,000."
1295,#1844,2023-06-24T02:13:31Z,00:33,00:43,"Because we are dying for our Motherland. We are dying for the Russian people, who must be freed from those people who beat the civilians,"
1295,#1844,2023-06-24T02:13:31Z,00:43,00:53,"who were killed just in Rostov by helicopters. One pilot, with the support of the FSB, refused to fly and deliver strikes."
1294,#1843,2023-06-24T00:43:14Z,00:01,00:09,The helicopter that just opened fire on the civilian column was shot down by the Chevakov Agner units.
1294,#1843,2023-06-24T00:43:14Z,00:09,00:11,Bye!
1293,#1842,2023-06-24T00:20:07Z,00:01,00:03,The Chief of General Staff is not calm.
1293,#1842,2023-06-24T00:20:07Z,00:03,00:09,It's a mistake of any African dictator to strike at the residential areas.
1293,#1842,2023-06-24T00:20:07Z,00:09,00:15,"Right now there are two airborne aircrafts, number 523 and 546,"
1293,#1842,2023-06-24T00:20:07Z,00:15,00:18,which are trying to strike.
1293,#1842,2023-06-24T00:20:07Z,00:18,00:24,"Remember, guys, your Motherland won't forgive you for striking on its territory."
1293,#1842,2023-06-24T00:20:07Z,00:24,00:30,"We need to show courage and strike on the enemy's territory, when our infantry is moving."
1293,#1842,2023-06-24T00:20:07Z,00:30,00:38,"Therefore, the assumptions that say that we are preventing someone from fighting on the front are just assumptions."
1293,#1842,2023-06-24T00:20:07Z,00:38,00:40,We are not preventing anyone.
1293,#1842,2023-06-24T00:20:07Z,00:40,00:49,"We are preventing the criminals who have destroyed about a hundred thousand Russian soldiers,"
1293,#1842,2023-06-24T00:20:07Z,00:49,00:51,Gerasimov and Shaigu!
1292,#1841,2023-06-23T23:29:58Z,00:01,00:14,"-Just now, the chief of General Staff gave an order to raise the planes, and open fire on the columns, which are moving among the peaceful vehicles, among the trucks."
1292,#1841,2023-06-23T23:29:58Z,00:14,00:25,"-It doesn't matter to him who to kill. They have been killing their own peaceful citizens for 1,5 years, instead of fighting with the enemy."
1292,#1841,2023-06-23T23:29:58Z,00:25.100,00:37,"-I want to say 'thank you' to the pilots, who, as we just learned, refused to perform criminal orders."
1291,#1840,2023-06-23T23:03:01Z,00:00.900,00:05.400,"-The current situation. Today, a missile strike was delivered on us."
1291,#1840,2023-06-23T23:03:01Z,00:05.400,00:10.900,"-After that, helicopters were fired. After that, artillery."
1291,#1840,2023-06-23T23:03:01Z,00:10.900,00:16.400,"-The command was coming from the chief of General Staff, about destruction of ChVK 'Wagner'."
1291,#1840,2023-06-23T23:03:01Z,00:16.400,00:22.400,"-After the meeting with the defense minister Shaigu, on which they made this decision."
1291,#1840,2023-06-23T23:03:01Z,00:22.500,00:31.400,"-To destroy the disobedient units, which are ready to protect their motherland, but they have no ass!"
1291,#1840,2023-06-23T23:03:01Z,00:31.400,00:36.400,"-At the moment, we have crossed all the places of the state borders."
1291,#1840,2023-06-23T23:03:01Z,00:36.400,00:42.400,"-Border guards were going out to meet us, and were hugging our fighters."
1291,#1840,2023-06-23T23:03:01Z,00:42.400,00:46.400,"-Now, we are entering Rostov."
1291,#1840,2023-06-23T23:03:01Z,00:46.500,00:57.400,"-The defense ministry's units, or rather, the 'convicts', who were thrown to block our way, have moved aside."
1291,#1840,2023-06-23T23:03:01Z,00:57.400,01:02.400,-We are not fighting with children! We are not killing children!
1291,#1840,2023-06-23T23:03:01Z,01:02.400,01:10.400,"-Shaigu is killing children, throwing uneducated soldiers, including convicts, to war!"
1291,#1840,2023-06-23T23:03:01Z,01:10.400,01:14.400,-He put 18 year old boys against us!
1291,#1840,2023-06-23T23:03:01Z,01:14.500,01:17.900,"-Not only children, but all of them! And their grandchildren are good for it!"
1291,#1840,2023-06-23T23:03:01Z,01:17.900,01:21.400,"-That's why, these guys are going to live, and return to their mothers!"
1291,#1840,2023-06-23T23:03:01Z,01:21.400,01:24.400,-We are fighting only with professionals!
1291,#1840,2023-06-23T23:03:01Z,01:24.400,01:31.400,"-But if someone will stand in our way, we are going to destroy everything, that is going to stand in our way!"
1291,#1840,2023-06-23T23:03:01Z,01:31.400,01:34.400,-We are reaching out our hand to everyone!
1291,#1840,2023-06-23T23:03:01Z,01:34.400,01:38.400,-We don't need to spit in this hand!
1291,#1840,2023-06-23T23:03:01Z,01:38.400,01:42.400,-We are going further! We are going to the end!
1291,#1840,2023-06-23T23:03:01Z,01:42.500,01:54.400,"-When you are making statements, about arrests, it is brotherhood! It is justice! It is honor! It is conscience!"
1291,#1840,2023-06-23T23:03:01Z,01:54.400,01:59.400,"-It is what we have! And when you are making statements, you don't have these feelings!"
1291,#1840,2023-06-23T23:03:01Z,01:59.400,02:01.900,-You have destroyed these feelings!
1291,#1840,2023-06-23T23:03:01Z,02:01.900,02:08.900,"-That's why, you can not understand anything, except treason!"
1290,#1839,2023-06-23T19:39:14Z,00:00.900,00:05.900,"-Most of military are supporting us, with passion!"
1290,#1839,2023-06-23T19:39:14Z,00:05.900,00:14.400,"-We are receiving messages, saying 'Thank you, guys! Finally, justice will come to the army!'"
1290,#1839,2023-06-23T19:39:14Z,00:14.400,00:21.400,"-'Finally, you are going to achieve, so we are given ammunition, and so we are not thrown on the ground!'"
1290,#1839,2023-06-23T19:39:14Z,00:21.400,00:29.900,"-Just now, we received information, that in Rostov morgue, defense minister ordered to hide 2.000 bodies!"
1290,#1839,2023-06-23T19:39:14Z,00:29.900,00:34.800,"-That are being kept there, so as not to show losses!"
1289,#1838,2023-06-23T19:29:10Z,00:00.900,00:07.900,-This is not a military coup! This is a march of justice!
1289,#1838,2023-06-23T19:29:10Z,00:07.900,00:11.900,-Our actions are not in any way interfering with the troops!
1289,#1838,2023-06-23T19:29:10Z,00:11.900,00:14.900,[applause]
1288,#1837,2023-06-23T19:15:10Z,00:01,00:12,"-Details are starting to appear! The defense minister came to Rostov on purpose, in order to conduct an operation to destroy the ChVK ""Wagner""."
1288,#1837,2023-06-23T19:15:10Z,00:12,00:20,"-He was using artillerists and helicopters pilots in the dark, in order to destroy us!"
1287,#1836,2023-06-23T18:49:55Z,00:01,00:11,"-We are 25.000 people, and we are going to figure out, why there is a chaos in the country!"
1287,#1836,2023-06-23T18:49:55Z,00:11,00:22,"-25.000 people are waiting, like a tactical reserve! And a strategic reserve is the whole army and the whole country!"
1287,#1836,2023-06-23T18:49:55Z,00:22,00:29,"-Everyone who wants, join us! We must end this disgrace!"
1286,#1835,2023-06-23T18:41:00Z,00:00.900,00:05.900,-Shoygu was just running cowardly from Rostov!
1286,#1835,2023-06-23T18:41:00Z,00:05.900,00:20.900,"-At 21.00 he was running, cowardly, like a woman, in order not to explain, why he was raising helicopters to destroy our guys, why he was making rocket strikes!"
1286,#1835,2023-06-23T18:41:00Z,00:20.900,00:24.900,-This creature will be stopped!
1286,#1835,2023-06-23T18:41:00Z,00:24.900,00:26.900,Bye!
1285,#1834,2023-06-23T18:25:52Z,00:01,00:12,The Soviet commander Vagner decided that the evil that the military leadership is carrying out should be established.
1285,#1834,2023-06-23T18:25:52Z,00:12,00:22,"They are neglecting the lives of the soldiers. They have forgotten the word ""justice"" and we will return it."
1285,#1834,2023-06-23T18:25:52Z,00:22,00:38,"Therefore, those who have destroyed our guys today, those who have destroyed tens, many tens of thousands of lives of Russian soldiers, will be punished."
1285,#1834,2023-06-23T18:25:52Z,00:38,00:43,I ask you not to resist anyone.
1285,#1834,2023-06-23T18:25:52Z,00:43,01:04,"Those who will try to resist, we will consider it a threat and destroy immediately, including any checkpoints on our way, any aviation that we see over our heads."
1285,#1834,2023-06-23T18:25:52Z,01:04,01:13,"I ask everyone to remain calm, not to succumb to provocations, to stay in their homes."
1285,#1834,2023-06-23T18:25:52Z,01:13,01:18,It is advisable not to go out on the route of our investigation.
1285,#1834,2023-06-23T18:25:52Z,01:18,01:28,"After we finish what we started, we will return to the front to protect our Motherland."
1285,#1834,2023-06-23T18:25:52Z,01:28,01:41,"The presidential authorities, the government, the Ministry of Internal Affairs, the Russian Guard and other structures will continue to work in the usual order."
1285,#1834,2023-06-23T18:25:52Z,01:41,01:50,We will deal with those who destroy Russian soldiers and return to the front.
1285,#1834,2023-06-23T18:25:52Z,01:50,01:58,"The justice of the troops will be restored, and after that justice for all of Russia."
1285,#1834,2023-06-23T18:25:52Z,01:58,02:00,Thank you for watching!
1284,#1833,2023-06-23T18:09:19Z,00:00,00:06,We died on Bakhmut defending the honor of Russia and the Russian army.
1284,#1833,2023-06-23T18:09:19Z,00:06,00:18,"We were treacherously deceived and tried to deprive us of the opportunity to defend our homes and disperse the ChVK ""Wagner""."
1284,#1833,2023-06-23T18:09:19Z,00:18,00:30,"We were ready to go to the Ministry of Defense's concessions, to surrender our weapons and to find a solution on how we will continue to defend our country."
1284,#1833,2023-06-23T18:09:19Z,00:30,00:34,But these scum did not calm down.
1284,#1833,2023-06-23T18:09:19Z,00:34,00:44,"Today, seeing that we are not broken, they made rockets on our rear camps."
1284,#1833,2023-06-23T18:09:19Z,00:44,00:52,"A huge number of our fighters, our comrades in arms, died."
1284,#1833,2023-06-23T18:09:19Z,00:52,00:58,We will make a decision on how to respond to this villainy.
1284,#1833,2023-06-23T18:09:19Z,00:58,01:02,The next step is ours!
1283,#1832,2023-06-23T14:10:17Z,00:00,00:17,"Yes, these are the same statements on Gerasimov and Shoigu, in which they must bear responsibility for the genocide of the Russian people, the murder of tens of thousands of Russian citizens and the transfer of Russian territories to the enemy."
1283,#1832,2023-06-23T14:10:17Z,00:17,00:25,"Moreover, the transfer of the intentional, just like the murder of Russian citizens and genocide."
1283,#1832,2023-06-23T14:10:17Z,00:25,00:29,The Ushuaigu genocide is a national sign.
1281,#1831,2023-06-23T12:35:46Z,00:00,00:07,"I think if you ask ""Does Litroshev know?"" I will send this request to him and he will answer."
1280,#1830,2023-06-23T11:29:08Z,00:00,00:12,"To win Russia you need to stop lying, stop stealing and stop thinking only about your own well-being and your own places."
1280,#1830,2023-06-23T11:29:08Z,00:12,00:16,"And to think about the soldiers, about their lives."
1280,#1830,2023-06-23T11:29:08Z,00:16,00:20,"The army will end, Russia will end."
1280,#1830,2023-06-23T11:29:08Z,00:20,00:24,Now the army is being thrown without ammunition on the ground.
1280,#1830,2023-06-23T11:29:08Z,00:24,00:30,"Therefore, three things - do not lie, do not steal, take care of the soldiers."
1278,#1828,2023-06-23T06:10:02Z,00:00,00:08,The army is not given ammunition because the leadership of the Ministry of Defense believes that the life of a soldier is much cheaper than ammunition.
1278,#1828,2023-06-23T06:10:02Z,00:08,00:09,This is the first thing.
1278,#1828,2023-06-23T06:10:02Z,00:09,00:17,"Secondly, because they believe that they will need ammunition when it will be necessary to defend Moscow."
1278,#1828,2023-06-23T06:10:02Z,00:17,00:22,"And therefore, all the warehouses near Moscow are breaking from these shells."
1278,#1828,2023-06-23T06:10:02Z,00:22,00:26,And the army is starving for ammunition.
1278,#1828,2023-06-23T06:10:02Z,00:26,00:38,"When you see the video that the Ministry of Defense is making, it is only a demonstration so that everyone calms down and does not touch them and does not criticize."
1277,#1827,2023-06-22T13:37:25Z,00:00,00:06,I believe that the first thing society needs is to stop lying.
1277,#1827,2023-06-22T13:37:25Z,00:06,00:11,The second is to stop double standards.
1277,#1827,2023-06-22T13:37:25Z,00:11,00:28,"The third is to stop racketeering, when the business takes what it owns to give it to another oligarch, whose yacht should be 10 meters longer, and it became shorter due to the sanctions."
1277,#1827,2023-06-22T13:37:25Z,00:28,00:36,"The fourth is to stop speculating on the patriotic feelings of the citizens, and in fact to steal your country."
1277,#1827,2023-06-22T13:37:25Z,00:36,00:44,And the fifth is to return justice to people. They have long forgotten this word.
1276,#1826,2023-06-22T12:02:14Z,00:00,00:07,We have long been without the red line. Only brown stripes on the panties remained.
1276,#1826,2023-06-22T12:02:14Z,00:07,00:17,"Every time the enemy strikes on our territory, they tell the story that there was a night strike by missiles."
1276,#1826,2023-06-22T12:02:14Z,00:17,00:31,"As a rule, they hit the transformers, without damaging the enemy. And so why is it possible for the enemy to strike on Russian territory?"
1276,#1826,2023-06-22T12:02:14Z,00:31,00:50,"Because the Ministry of Defense does not care about victory. Everyone is only interested in the possibility of maintaining their position as long as possible, so that there is no responsibility for what they did during the SVO."
1276,#1826,2023-06-22T12:02:14Z,00:50,01:08,"Therefore, no one will give any answers. This will be again a PR campaign with the story that the transformer substation was destroyed, which was the center of decision-making by the local electricians."
1276,#1826,2023-06-22T12:02:14Z,01:08,01:18,"And so that everyone can live in peace, tomorrow they will tell you a story about the next thousand leopards that were destroyed, but no one saw them."
1275,#1825,2023-06-22T06:44:02Z,00:01,00:15,"I explain. At the moment, there are very serious losses on the front. The number of soldiers in the units is decreasing."
1275,#1825,2023-06-22T06:44:02Z,00:15,00:34,"If earlier the company performed the task with the strength of 100 people, now it is 50 or 60. When the number of personnel falls, then, of course, the death of the soldiers increases."
1275,#1825,2023-06-22T06:44:02Z,00:34,00:53,"Therefore, people must be prepared. To do this, they must be mobilized and prepared. If there is no option to stop the war and surrender of our territories, because otherwise it simply cannot be stopped."
1274,#1824,2023-06-22T06:23:51Z,00:00,00:10,I explain why the losses are falling. Because the president is being carried by a total shameless bullshit.
1274,#1824,2023-06-22T06:23:51Z,00:10,00:16,"When we took Bakhmut, we let all the military personnel there. You remember this well."
1274,#1824,2023-06-22T06:23:51Z,00:16,00:26,In order for them to see the real situation and no one ever told about the thousands of destroyed tanks and armored vehicles. It's just a bullshit.
1274,#1824,2023-06-22T06:23:51Z,00:26,00:34,"No one is allowed there, nothing is shown. It is because there are colossal problems."
1274,#1824,2023-06-22T06:23:51Z,00:34,00:42,The approach of the Shoygu and Gerasimov is simple. The lie must be monstrous to be believed in. This is what they do.
1273,#1823,2023-06-21T17:08:45Z,00:00,00:13,I think I said it clearly. What we are told on air about the counteroffensive of the USSR does not correspond to reality.
1273,#1823,2023-06-21T17:08:45Z,00:13,00:26,Look at the maps that are on the Internet and at the evidence where and what they took from the USSR. These are large territories that we have lost. We have no right to do this.
1272,#1822,2023-06-21T13:27:14Z,00:00,00:09,I can not comment on the offensive of the USSR. I can say what is happening today on the line of contact.
1272,#1822,2023-06-21T13:27:14Z,00:09,00:16,We have five houses under the enemy. The northern part of the Rabotino under the enemy.
1272,#1822,2023-06-21T13:27:14Z,00:16,00:32,"The Urazhaina under the enemy. And this says that the enemy has been given huge pieces. Further, over Takmak in the village of Sadov is the enemy."
1272,#1822,2023-06-21T13:27:14Z,00:32,00:54,"And God forbid, if this is a single group of 50-100 people. But there is no control, no weapons, no ammunition. Soldiers all day long write letters that they need shells, they need anti-tank weapons, they need grenades and armored ammunition."
1272,#1822,2023-06-21T13:27:14Z,00:54,01:10,"And so we have again the world is divided into two realities. In one place, in a horde of all, so that no one knew, so that not a single military corps did not get there, any information is jammed and the enemy goes to the side of the milk port."
1272,#1822,2023-06-21T13:27:14Z,01:10,01:24,"If he goes to the milk port, then most of the territory that was captured during the so-called SO will be returned to the enemy. The enemy begins to force Dnipro."
1272,#1822,2023-06-21T13:27:14Z,01:24,01:44,"In the first port, the first DRG appear, and today, regular troops. And all this is completely hidden from everyone. Russia will wake up one day and find out that Crimea is already given to the Ukrainians."
1272,#1822,2023-06-21T13:27:14Z,01:44,02:04,"This is a direct betrayal of the interests of the Russian Federation. And all this happens against the background of losses. Troops must be replenished. A soldier cannot fight alone, he cannot fight when the lack of personnel is 50-60%."
1272,#1822,2023-06-21T13:27:14Z,02:04,02:23,"He can not stand alone on the strike, on which there must be two or three. All these numbers are carefully hidden. All that is done today by the leadership of the special operations is a fabrication of facts in order to convey beautiful reports to Moscow."
1272,#1822,2023-06-21T13:27:14Z,02:23,02:40,"And God forbid that they are already used to deceive the Supreme Commander-in-Chief, they mislead the Russian people. And if it continues, we will be without the main thing - without Russia."
1272,#1822,2023-06-21T13:27:14Z,02:40,03:02,"Yesterday, June 20, there was a meeting of the Ministry of Defense, which was the main two issues. This is the exhibition ""Army 2023"", the main organizers of which are the wife and daughter of the Minister of Defense Shoigu, as well as the naval parade."
1272,#1822,2023-06-21T13:27:14Z,03:02,03:21,"In order to hold a naval parade, you need to get Moscow from the bottom of the Black Sea, which you shamefully drowned, bastards, along with Russian sailors. This is how the attack on the Russian Federation is taking place today. And what applause."
